,oid_,state,stateabbrv,county,population,buildvalue,agrivalue,area,risk_score,risk_ratng,risk_spctl,eal_score,eal_ratng,eal_spctl,sovi_score,sovi_ratng,sovi_spctl,resl_score,resl_ratng,resl_spctl,avln_evnts,avln_risks,avln_riskr,cfld_evnts,cfld_risks,cfld_riskr,cwav_evnts,cwav_risks,cwav_riskr,drgt_evnts,drgt_risks,drgt_riskr,erqk_evnts,erqk_risks,erqk_riskr,hail_evnts,hail_risks,hail_riskr,hwav_evnts,hwav_risks,hwav_riskr,hrcn_evnts,hrcn_risks,hrcn_riskr,istm_evnts,istm_risks,istm_riskr,lnds_evnts,lnds_risks,lnds_riskr,ltng_evnts,ltng_risks,ltng_riskr,rfld_evnts,rfld_risks,rfld_riskr,swnd_evnts,swnd_risks,swnd_riskr,trnd_evnts,trnd_risks,trnd_riskr,tsun_evnts,tsun_risks,tsun_riskr,vlcn_evnts,vlcn_risks,vlcn_riskr,wfir_evnts,wfir_risks,wfir_riskr,wntw_evnts,wntw_risks,wntw_riskr,nri_ver,fulllocation,longitude,latitude
2527,2527,texas,TX,angelina,86270,1.28E+10,70446769,8.74E+02,81.67356029,Relatively Low,75.5905512,75.88981739,Relatively Low,72.8346457,98.89,Very High,0.972440945,31.95,Relatively Low,0.594488189,NA,NA,Not Applicable,NA,NA,Not Applicable,0.0000207,27.83964,Very Low,483,50.68406,Relatively Low,NA,55.17021954,Very Low,92,81.9599109,Relatively Moderate,1.10E+01,98.091,Relatively High,17,81.0677434,Relatively Low,47,55.89606929,Relatively Low,0,68.519113,Relatively Low,2105,92.85714286,Relatively High,46,89.468661,Relatively Moderate,86,92.5230671,Relatively High,30,70.28316895,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,87.30512249,Relatively Moderate,7.00E+00,15.844734,Very Low,23-Mar,"angelina, texas",-94.64503,31.27047
2528,2528,texas,TX,aransas,23703,5.14E+09,2222758,5.33E+02,84.50524976,Relatively Moderate,81.1023622,83.44165893,Relatively Low,83.4645669,93.76,Very High,0.826771654,46.34,Relatively Moderate,0.811023622,NA,NA,Not Applicable,NA,95.37223,Relatively High,2.291865991,50.52498,Relatively Low,854,18.39007,Very Low,NA,7.63601655,Very Low,30,47.0887687,Relatively Low,0.00E+00,0,No Rating,25,87.7523553,Relatively Moderate,18,41.10592938,Relatively Low,0,0,No Rating,969,46.84684685,Relatively Low,35,77.887369,Relatively Moderate,24,30.0986319,Relatively Low,12,52.84759784,Relatively Low,NA,NA,Insufficient Data,NA,NA,Not Applicable,NA,60.67451479,Very Low,2.17E+00,29.971365,Relatively Low,23-Mar,"aransas, texas",-97.0611,27.83392
2529,2529,texas,TX,archer,8555,1.94E+09,83100729,9.35E+02,21.38084633,Very Low,20.0787402,22.84122563,Very Low,25.1968504,23.01,Relatively Low,0.043307087,28.58,Relatively Low,0.535433071,NA,NA,Not Applicable,NA,NA,Not Applicable,3,56.98377,Relatively Low,1603,78.1419,Relatively Low,NA,25.13522113,Very Low,296,67.8332803,Relatively Low,1.30E+01,55.1384,Relatively Low,0,18.7976671,Very Low,59,22.85143238,Very Low,0,7.516865,Very Low,1654,5.21235521,Very Low,16,21.921731,Very Low,102,50.0159084,Relatively Low,25,31.43493478,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,85.49156857,Relatively Low,2.20E+01,24.180719,Very Low,23-Mar,"archer, texas",-98.62561,33.59566
2530,2530,texas,TX,armstrong,1844,5.39E+08,56546081,9.23E+02,10.65860643,Very Low,12.5984252,12.44196843,Very Low,16.9291339,13.56,Very Low,0.015748031,57.1,Relatively Moderate,0.909448819,NA,NA,Not Applicable,NA,NA,Not Applicable,5.000001579,52.05218,Relatively Low,1526,91.31403,Relatively Moderate,NA,8.97231944,Very Low,322,32.1985364,Very Low,1.00E+00,19.59911,Very Low,NA,NA,Not Applicable,29,13.35776149,Very Low,0,9.7655,Very Low,1454,6.5958816,Very Low,15,0,No Rating,117,31.9440026,Relatively Low,38,22.39898186,Very Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,69.29685014,Relatively Low,3.90E+01,64.110722,Relatively Moderate,23-Mar,"armstrong, texas",-97.7899,26.92247
2531,2531,texas,TX,atascosa,48813,7.83E+09,85199271,1.23E+03,65.92427617,Relatively Low,57.0866142,59.26957598,Relatively Low,55.511811,78.77,Relatively High,0.547244094,23.07,Relatively Low,0.472440945,NA,NA,Not Applicable,NA,NA,Not Applicable,2,59.75183,Relatively Moderate,1365,79.54184,Relatively Low,NA,15.43111677,Very Low,74,60.8654152,Relatively Low,4.00E+00,73.36939,Relatively Moderate,11,64.5132346,Relatively Low,11,43.47101932,Relatively Low,0,3.533569,Very Low,1191,75.51480051,Relatively Moderate,70,90.900414,Relatively Moderate,27,45.1161311,Relatively Low,6,78.23735285,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,72.63760738,Relatively Low,8.00E+00,66.974228,Relatively Moderate,23-Mar,"atascosa, texas",-98.7348,29.26483
2532,2532,texas,TX,austin,30013,7.12E+09,37985562,6.63E+02,63.60165447,Relatively Low,54.3307087,57.62921696,Relatively Low,53.9370079,76.13,Relatively High,0.488188976,43.6,Relatively Moderate,0.767716535,NA,NA,Not Applicable,NA,NA,Not Applicable,2,61.46993,Relatively Moderate,756,65.76519,Relatively Low,NA,25.83518931,Very Low,91,61.8199173,Relatively Low,0.00E+00,0,No Rating,17,77.747869,Relatively Low,48,49.63357761,Relatively Low,0,42.210087,Relatively Low,1638,64.86486486,Relatively Low,26,76.932867,Relatively Moderate,52,51.4794782,Relatively Low,12,78.39643653,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,66.78332803,Relatively Low,8.00E+00,50.397709,Relatively Low,23-Mar,"austin, texas",-97.74306,30.26715
2533,2533,texas,TX,bailey,6899,1.91E+09,409456451,8.36E+02,49.72955775,Relatively Low,43.3070866,41.68987929,Very Low,43.3070866,79.28,Relatively High,0.559055118,4.17,Very Low,0.137795276,NA,NA,Not Applicable,NA,NA,Not Applicable,4.023752926,58.67006,Relatively Moderate,1491,80.55997,Relatively Low,NA,18.16735603,Very Low,162,94.7502386,Relatively Moderate,3.00E+00,27.52148,Relatively Low,0,0,No Rating,27,35.10992672,Relatively Low,0,0,No Rating,1591,15.92664093,Very Low,20,49.41139,Relatively Low,70,79.4463888,Relatively Moderate,30,37.92554884,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,87.14603882,Relatively Moderate,2.82E+01,84.314349,Relatively Moderate,23-Mar,"bailey, texas",-96.16581,33.43205
2534,2534,texas,TX,bandera,20828,6.53E+09,7960200,8.06E+02,51.70219535,Relatively Low,45.2755905,48.9631693,Very Low,48.8188976,61.04,Relatively High,0.287401575,29.03,Relatively Low,0.539370079,NA,NA,Not Applicable,NA,NA,Not Applicable,2,52.2749,Relatively Low,2373,56.18836,Relatively Low,NA,5.47247852,Very Low,100,34.2029908,Very Low,2.00E+00,44.95705,Relatively Low,5,47.5998205,Very Low,4,8.26115923,Very Low,0,53.389014,Relatively Low,1373,87.06563707,Relatively Moderate,92,83.646198,Relatively Moderate,25,26.5351575,Relatively Low,0,57.39739103,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,87.68692332,Relatively Moderate,1.70E+01,85.427935,Relatively Moderate,23-Mar,"bandera, texas",-99.07365,29.72661
2535,2535,texas,TX,bastrop,97097,1.33E+10,51196333,9.05E+02,78.58733694,Relatively Low,72.0472441,76.07551842,Relatively Low,73.2283465,80.08,Very High,0.578740157,35.96,Relatively Low,0.657480315,NA,NA,Not Applicable,NA,NA,Not Applicable,2,79.63729,Relatively Moderate,1295,68.08781,Relatively Low,NA,25.10340439,Very Low,104,61.4381165,Relatively Low,6.00E+00,84.15527,Relatively Moderate,10,67.5190669,Relatively Low,42,62.5916056,Relatively Moderate,0,36.170896,Relatively Low,1374,82.56113256,Relatively Moderate,69,94.145721,Relatively Moderate,52,58.8609609,Relatively Low,27,91.6003818,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,78.0146357,Relatively Low,1.70E+01,88.927776,Relatively High,23-Mar,"bastrop, texas",-97.31527,30.11049
2536,2536,texas,TX,baylor,3465,1.26E+09,61619687,9.10E+02,15.71746739,Very Low,16.5354331,15.16558341,Very Low,19.2913386,30.87,Relatively Low,0.066929134,42.71,Relatively Moderate,0.75984252,NA,NA,Not Applicable,NA,NA,Not Applicable,3,49.79319,Relatively Low,1855,83.55075,Relatively Moderate,NA,18.19917276,Very Low,272,86.0324531,Relatively Moderate,1.30E+01,40.05727,Relatively Low,0,16.0610139,Very Low,45,12.7248501,Very Low,0,7.195631,Very Low,1669,2.63835264,Very Low,13,31.657652,Very Low,97,24.4034362,Relatively Low,13,27.74419345,Very Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,65.8606427,Relatively Low,1.70E+01,10.849507,Very Low,23-Mar,"baylor, texas",-97.11354,31.55008
2537,2537,texas,TX,bee,30948,4.71E+09,43270135,8.89E+02,80.30544066,Relatively Low,74.8031496,74.18755803,Relatively Low,71.2598425,94.72,Very High,0.862204724,11.01,Very Low,0.275590551,NA,NA,Not Applicable,NA,NA,Not Applicable,5,66.78333,Relatively Moderate,1379,77.82374,Relatively Low,NA,11.64492523,Very Low,51,50.5249761,Relatively Low,0.00E+00,0,No Rating,23,89.2328398,Relatively Moderate,25,52.03197868,Relatively Low,0,0,No Rating,1272,63.96396396,Relatively Low,45,84.568883,Relatively Moderate,33,40.5027044,Relatively Low,21,64.84250716,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,47.50238626,Very Low,5.00E+00,44.957047,Relatively Low,23-Mar,"bee, texas",-97.74833,28.40083
2538,2538,texas,TX,bell,369846,5.54E+10,88369337,1.10E+03,92.65033408,Relatively Moderate,92.1259843,91.86010523,Relatively Moderate,92.1259843,92.14,Very High,0.795275591,50.6,Relatively Moderate,0.858267717,NA,NA,Not Applicable,NA,NA,Not Applicable,2,95.00477,Relatively High,1288,53.73847,Relatively Low,NA,47.97963729,Very Low,140,98.9818645,Relatively High,1.20E+01,96.40471,Relatively High,7,77.7030058,Relatively Low,55,61.19253831,Relatively Moderate,0,86.572438,Relatively Moderate,1619,62.61261261,Relatively Low,80,92.586701,Relatively Moderate,62,65.4470251,Relatively Moderate,49,98.85459752,Relatively High,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,93.22303532,Relatively Moderate,1.50E+01,97.995546,Very High,23-Mar,"bell, texas",-97.52472,31.13441
2539,2539,texas,TX,bexar,2007298,2.75E+11,77862185,1.27E+03,98.28189628,Relatively High,96.4566929,98.05013928,Relatively High,96.8503937,92.49,Very High,0.803149606,38.64,Relatively Low,0.716535433,NA,NA,Not Applicable,NA,NA,Not Applicable,2,95.16386,Relatively High,1582,88.92778,Relatively Moderate,NA,53.42029908,Very Low,102,99.6818326,Very High,4.00E+00,97.80465,Relatively High,6,87.6177658,Relatively Moderate,13,88.44103931,Relatively High,0,84.998394,Relatively Moderate,1508,98.97039897,Very High,190,99.268215,Relatively High,34,82.6598791,Relatively Moderate,46,99.87273306,Very High,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,95.22748966,Relatively Moderate,1.20E+01,89.691378,Relatively High,23-Mar,"bexar, texas",-98.5721,29.42008
2540,2540,texas,TX,blanco,11332,2.38E+09,19485078,7.21E+02,41.42538976,Very Low,37.7952756,39.36861653,Very Low,40.5511811,32.97,Relatively Low,0.078740157,50.35,Relatively Moderate,0.854330709,NA,NA,Not Applicable,NA,NA,Not Applicable,2,45.6252,Relatively Low,1645,70.69679,Relatively Low,NA,2.35443844,Very Low,146,76.5192491,Relatively Low,2.00E+00,32.1349,Relatively Low,3,46.0744729,Very Low,35,19.68687542,Very Low,0,39.865082,Relatively Low,1450,25.54697555,Very Low,66,84.314349,Relatively Moderate,52,33.3757557,Relatively Low,11,42.47534203,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,79.54183901,Relatively Low,1.90E+01,59.879096,Relatively Low,23-Mar,"blanco, texas",-98.42141,30.09799
2541,2541,texas,TX,borden,627,3.04E+08,33026761,9.15E+02,10.08590519,Very Low,11.8110236,10.08975549,Very Low,13.7795276,33.96,Relatively Low,0.086614173,5.03,Very Low,0.165354331,NA,NA,Not Applicable,NA,NA,Not Applicable,3,32.10309,Relatively Low,1120,87.62329,Relatively Moderate,NA,0.8908686,Very Low,183,57.3337576,Relatively Low,4.00E+00,19.94909,Very Low,1,2.2431584,Very Low,12,1.46568954,Very Low,0,15.547703,Relatively Low,1399,1.35135135,Very Low,14,0,No Rating,71,20.3627108,Very Low,8,10.7222399,Very Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,83.77346484,Relatively Low,3.40E+01,5.886096,Very Low,23-Mar,"borden, texas",-96.70192,29.69135
2542,2542,texas,TX,bosque,18211,3.14E+09,51679949,1.01E+03,36.78014636,Very Low,31.1023622,32.49767874,Very Low,36.2204724,64.86,Relatively High,0.338582677,35.26,Relatively Low,0.645669291,NA,NA,Not Applicable,NA,NA,Not Applicable,2,54.88387,Relatively Low,1085,39.61184,Very Low,NA,15.49475024,Very Low,219,33.8530067,Very Low,7.00E+00,55.26567,Relatively Low,5,51.5029161,Very Low,59,20.11992005,Very Low,0,43.109541,Relatively Low,1459,14.83268983,Very Low,35,55.742921,Relatively Low,91,33.5348393,Relatively Low,31,69.13776647,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,80.68724149,Relatively Low,1.50E+01,60.165447,Relatively Low,23-Mar,"bosque, texas",-97.69823,31.85076
2543,2543,texas,TX,bowie,92789,1.52E+10,68935057,9.32E+02,81.86446071,Relatively Low,75.984252,79.88238935,Relatively Low,78.7401575,85.81,Very High,0.669291339,43.73,Relatively Moderate,0.775590551,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,672,59.24276,Relatively Low,NA,77.47375119,Relatively Low,190,98.0909959,Relatively High,1.10E+01,85.71429,Relatively Moderate,3,44.5939883,Very Low,59,98.70086609,Very High,0,25.827176,Relatively Low,2056,35.84298584,Relatively Low,44,78.810054,Relatively Moderate,173,73.528476,Relatively Moderate,47,92.68215081,Relatively High,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,74.96022908,Relatively Low,2.00E+01,84.537066,Relatively Moderate,23-Mar,"bowie, texas",-97.84865,33.559
2544,2544,texas,TX,brazoria,371474,5.75E+10,91232428,1.62E+03,99.1091314,Relatively High,98.4251969,99.10244506,Relatively High,98.4251969,61.74,Relatively High,0.299212598,71.71,Relatively High,0.964566929,NA,NA,Not Applicable,NA,76.25755,Relatively Moderate,2.669723583,95.48202,Relatively High,770,84.09163,Relatively Moderate,NA,51.79764556,Very Low,54,76.7101495,Relatively Low,2.36E+00,74.00573,Relatively Moderate,43,98.5195155,Relatively High,43,58.19453698,Relatively Low,0,7.099261,Very Low,1590,98.45559846,Relatively High,51,99.936367,Very High,34,34.8393255,Relatively Low,63,97.42284442,Relatively High,NA,NA,Insufficient Data,NA,NA,Not Applicable,NA,87.62328985,Relatively Moderate,7.33E+00,92.682151,Relatively High,23-Mar,"brazoria, texas",-95.56911,29.04441
2545,2545,texas,TX,brazos,233555,3.32E+10,105117512,5.97E+02,85.23703468,Relatively Moderate,83.0708661,84.71061591,Relatively Moderate,85.0393701,81.32,Very High,0.590551181,44.72,Relatively Moderate,0.787401575,NA,NA,Not Applicable,NA,NA,Not Applicable,2,90.2959,Relatively High,805,67.80146,Relatively Low,NA,48.48870506,Very Low,85,92.8094177,Relatively Moderate,0.00E+00,0,No Rating,12,83.1763122,Relatively Low,58,63.491006,Relatively Moderate,0,25.505943,Relatively Low,1737,59.74903475,Relatively Low,33,87.750557,Relatively Moderate,52,68.3741648,Relatively Moderate,23,95.92745784,Relatively High,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,65.70155902,Relatively Low,1.30E+01,93.795737,Relatively High,23-Mar,"brazos, texas",-97.69403,31.24734
2546,2546,texas,TX,brewster,9511,2.47E+09,18706126,6.25E+03,66.68787782,Relatively Low,57.480315,58.27917054,Relatively Low,54.3307087,78.49,Relatively High,0.539370079,22.44,Relatively Low,0.460629921,NA,NA,Not Applicable,NA,NA,Not Applicable,1.568599038,55.83837,Relatively Low,1351,61.91537,Relatively Low,NA,54.6929685,Very Low,28,40.8845052,Very Low,8.02E+00,55.80655,Relatively Low,4,26.2000897,Very Low,6,14.12391739,Very Low,0,62.030196,Relatively Low,913,75.41827542,Relatively Moderate,60,92.809418,Relatively Moderate,7,12.7903277,Very Low,12,17.30830417,Very Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,95.2593064,Relatively Moderate,2.07E+01,73.114858,Relatively Moderate,23-Mar,"brewster, texas",-103.35873,29.66299
2547,2547,texas,TX,briscoe,1430,3.29E+08,41991707,9.11E+02,20.23544384,Very Low,19.2913386,17.92014856,Very Low,22.0472441,51.97,Relatively Moderate,0.192913386,18.68,Very Low,0.405511811,NA,NA,Not Applicable,NA,NA,Not Applicable,4,37.19376,Relatively Low,1610,97.51829,Relatively Moderate,NA,4.58160993,Very Low,278,63.8243716,Relatively Low,0.00E+00,0,No Rating,0,0,No Rating,25,12.65822785,Very Low,0,6.488917,Very Low,1515,2.50965251,Very Low,13,3.754375,Very Low,104,22.5580655,Relatively Low,31,20.23544384,Very Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,68.85141584,Relatively Low,2.50E+01,30.225899,Relatively Low,23-Mar,"briscoe, texas",-101.16174,34.52618
2548,2548,texas,TX,brooks,7053,9.79E+08,30089779,9.53E+02,55.17021954,Relatively Low,47.6377953,37.9449087,Very Low,39.7637795,97.64,Very High,0.905511811,0.99,Very Low,0.035433071,NA,NA,Not Applicable,NA,NA,Not Applicable,6.0000168,73.91028,Relatively Moderate,1736,24.11709,Very Low,NA,2.54533885,Very Low,29,57.0474069,Relatively Low,1.00E+00,24.27617,Very Low,20,80.6639749,Relatively Low,10,8.56095936,Very Low,0,0,No Rating,850,3.7001287,Very Low,15,80.146357,Relatively Moderate,24,5.9815463,Very Low,1,21.15812918,Very Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,70.25135221,Relatively Low,5.00E+00,15.685651,Very Low,23-Mar,"brooks, texas",-98.2213,27.02731
2549,2549,texas,TX,brown,38073,7.30E+09,52730368,9.67E+02,72.4785237,Relatively Low,63.7795276,68.64747756,Relatively Low,65.3543307,78.55,Relatively High,0.543307087,49.46,Relatively Moderate,0.850393701,NA,NA,Not Applicable,NA,NA,Not Applicable,2,63.88801,Relatively Moderate,875,57.93828,Relatively Low,NA,17.88100541,Very Low,177,59.8472797,Relatively Low,1.10E+01,72.57397,Relatively Moderate,0,42.4854195,Very Low,19,24.01732179,Very Low,0,53.935111,Relatively Low,1644,49.32432432,Relatively Low,51,95.100223,Relatively High,54,66.2424435,Relatively Moderate,29,69.01049952,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,89.1823099,Relatively Moderate,1.70E+01,77.505568,Relatively Moderate,23-Mar,"brown, texas",-98.92453,31.77051
2550,2550,texas,TX,burleson,17632,4.35E+09,67180428,6.84E+02,24.91250398,Very Low,22.8346457,24.35778397,Very Low,26.7716535,52.26,Relatively Moderate,0.196850394,30.3,Relatively Low,0.566929134,NA,NA,Not Applicable,NA,NA,Not Applicable,2,55.07477,Relatively Low,1141,76.07381,Relatively Low,NA,18.89914095,Very Low,99,72.6057907,Relatively Low,0.00E+00,0,No Rating,11,67.4742037,Relatively Low,56,44.57028648,Relatively Low,0,11.275297,Very Low,1561,41.15186615,Relatively Low,16,48.106904,Relatively Low,56,34.0757238,Relatively Low,23,33.82118995,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,56.72923958,Very Low,1.30E+01,46.452434,Relatively Low,23-Mar,"burleson, texas",-97.32085,32.54208
2551,2551,texas,TX,burnet,48986,9.61E+09,16177180,1.03E+03,80.14635698,Relatively Low,74.4094488,78.64438254,Relatively Low,77.1653543,60.76,Relatively High,0.283464567,42.39,Relatively Moderate,0.755905512,NA,NA,Not Applicable,NA,NA,Not Applicable,2,65.03341,Relatively Moderate,1449,55.7111,Relatively Low,NA,14.12663061,Very Low,144,73.2421254,Relatively Low,8.00E+00,76.86923,Relatively Moderate,3,52.7142216,Very Low,37,43.03797468,Relatively Low,0,53.099904,Relatively Low,1544,70.20592021,Relatively Moderate,66,97.041044,Relatively High,53,78.1100859,Relatively Moderate,22,80.01909004,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,89.02322622,Relatively Moderate,2.20E+01,88.164174,Relatively High,23-Mar,"burnet, texas",-98.22836,30.75824
2552,2552,texas,TX,caldwell,45866,5.97E+09,61537584,5.52E+02,81.99172765,Relatively Low,76.3779528,77.62302693,Relatively Low,76.7716535,90.55,Very High,0.763779528,17.6,Very Low,0.374015748,NA,NA,Not Applicable,NA,NA,Not Applicable,2,70.02864,Relatively Moderate,1379,67.92873,Relatively Low,NA,17.7855552,Very Low,111,70.3149857,Relatively Low,4.00E+00,68.37416,Relatively Low,7,59.8474652,Very Low,39,48.46768821,Relatively Low,0,67.651783,Relatively Low,1402,72.07207207,Relatively Moderate,70,97.613745,Relatively High,49,64.1743557,Relatively Moderate,18,83.26439707,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,73.75119313,Relatively Low,1.50E+01,79.446389,Relatively Moderate,23-Mar,"caldwell, texas",-96.69303,30.53132
2553,2553,texas,TX,calhoun,20057,4.80E+09,36862885,1.04E+03,85.14158447,Relatively Moderate,82.6771653,81.83225008,Relatively Low,81.1023622,73.93,Relatively High,0.464566929,75.43,Relatively High,0.976377953,NA,NA,Not Applicable,NA,88.53119,Relatively Moderate,3.779079905,65.31976,Relatively Moderate,994,69.83773,Relatively Low,NA,14.06299714,Very Low,27,24.7534203,Very Low,3.23E-04,17.72192,Very Low,27,91.3414087,Relatively Moderate,26,49.76682212,Relatively Low,0,8.801799,Very Low,1034,62.19433719,Relatively Low,30,66.624244,Relatively Low,20,20.2672606,Very Low,21,48.04327076,Relatively Low,NA,NA,Insufficient Data,NA,NA,Not Applicable,NA,65.03340757,Relatively Low,2.50E+00,32.039453,Relatively Low,23-Mar,"calhoun, texas",-96.66381,28.41694
2554,2554,texas,TX,callahan,13697,2.18E+09,35822440,9.10E+02,27.74419345,Very Low,25.5905512,26.98854844,Very Low,28.3464567,27.78,Relatively Low,0.05511811,47.07,Relatively Moderate,0.822834646,NA,NA,Not Applicable,NA,NA,Not Applicable,2,50.30226,Relatively Low,574,46.83423,Very Low,NA,10.8176901,Very Low,207,52.7203309,Relatively Low,1.20E+01,56.60197,Relatively Low,0,20.0538358,Very Low,33,24.81678881,Very Low,0,56.055252,Relatively Low,1498,16.44144144,Very Low,23,22.653516,Very Low,67,61.0881324,Relatively Moderate,39,49.72955775,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,86.15972001,Relatively Low,3.10E+01,66.910595,Relatively Moderate,23-Mar,"callahan, texas",-99.45615,32.27281
2555,2555,texas,TX,cameron,420083,5.46E+10,140604731,1.29E+03,98.47279669,Relatively High,96.8503937,97.74063757,Relatively High,96.0629921,98.28,Very High,0.937007874,7.86,Very Low,0.212598425,NA,NA,Not Applicable,NA,97.78672,Relatively High,3.486637514,85.23703,Relatively High,1365,93.12759,Relatively Moderate,NA,25.23067133,Very Low,10,96.8501432,Relatively High,1.83E+00,99.17276,Relatively High,30,98.8335577,Relatively High,10,68.02131912,Relatively Moderate,0,2.345005,Very Low,405,74.87129987,Relatively Moderate,56,99.204582,Relatively High,11,47.8523704,Relatively Low,43,83.45529749,Relatively Moderate,NA,NA,Insufficient Data,NA,NA,Not Applicable,NA,63.28348711,Very Low,2.88E+00,91.154948,Relatively High,23-Mar,"cameron, texas",-96.97693,30.85325
